file_name,file_type,file_size,text_length,num_pages,source_system,extracted_text,document_type
Sales_attachment_2025_276515.docx,docx,78,2370,2,google_drive,"Document between MekongRetail and EastBridge. It defines service scope, responsibilities, milestones, fees, renewal process, confidentiality, data handling, liability limits, termination, and dispute handling.",contract
Finance_RiskMonitoring_202503.pdf,pdf,670,9876,6,sharepoint,"Study draft. Sections include introduction, problem setting, baseline models, evaluation protocol, ablation analysis, error cases, discussion, references, and appendix tables.",research_paper
Strategy_attachment_2021_429293.xlsx,xlsx,2834,7668,22,streamlit_upload,"NovaTech finance close package. Revenue 629,851.37, operating expenses 475,270.77, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
SummitLogistics_FY2024_Q4_financials.docx,docx,1055,13953,31,email_attachment,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
Vu_OCRPostCorrection_draft_v5.pdf,pdf,940,15817,10,sharepoint,"Technical manuscript about RAG. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
upload_202208_158982.docx,docx,516,4934,6,api_ingestion,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",policy_document
upload_202504_868856.pdf,pdf,184,692,2,api_ingestion,"Supplier record from OfficePro for EastBridge. Payment reference 90744. Items include software service, delivery, license renewal, or office equipment. Net 12,316.18, tax 0.00, amount payable 12,316.18. Payment status and approval notes are included.",invoice
GreenfieldMFG_FY2023_Q1_financials.pdf,pdf,3879,33048,52,erp_export,"BrightlineGroup finance close package. Revenue 3,450,386.73, operating expenses 136,468.19, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
MekongRetail_Procurement_records_2025_02.pdf,pdf,176,707,1,sharepoint,"Accounts payable entry. Vendor GoogleCloud. PO number 454441. The table lists item description, quantity, unit cost, currency, tax code, approver, due date, and payment remarks.",invoice
Finance_VertexCapital_consolidated_2023.xlsx,xlsx,5006,9551,26,streamlit_upload,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
Sales_metrics_pack_202401.pptx,pptx,9976,14726,15,email_attachment,"[OCR low confidence] Monthly prformnc summary prepred by HR. Includs surc dt nots, metric definitions, trend observations, variance explanations, and proposed next steps.",report
upload_202308_618086.pdf,pdf,356,2855,2,google_drive,"TranBaoNgoc. Candidate profile for MarketingExecutive. Contact information, summary, work history, education, technical skills, projects, certifications, and references are listed.",resume
PO662054_Canon_supporting-doc.xlsx,xlsx,411,896,2,erp_export,"[OCR low confidence] Billing dcumnt recevd for processing. Th first pge contns recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
BlueHarbor_payment_request_202201.png,png,1077,348,1,vendor_portal,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",invoice
NguyenMinhKhang_Accountant_2023_application.docx,docx,232,1681,2,hr_portal,"LeThuHa. Candidate profile for BackendDeveloper. Contact information, summary, work history, education, technical skills, projects, certifications, and references are listed.",resume
Product_RetailForecasting_202306.png,png,1602,654,2,ocr_scanner,"Supplier record from Canon for AcmeCorp. Payment reference 38819. Items include software service, delivery, license renewal, or office equipment. Net 1,954.74, tax 195.47, amount payable 2,150.21. Payment status and approval notes are included.",invoice
PO960338_OfficePro_supporting-doc.jpg,jpg,356,457,1,finance_portal,"Supplier record from SAP for RiverstoneLabs. Payment reference 66412. Items include software service, delivery, license renewal, or office equipment. Net 102.48, tax 10.25, amount payable 112.73. Payment status and approval notes are included.",invoice
client_SummitLogistics_411576_signed.pdf,pdf,1631,9973,12,google_drive,"Company control standard. Applies to employees, contractors, systems, records, and third-party services. Includes review frequency, owner, effective date, and change history.",policy_document
FPT_202412_Bill_489735.docx,docx,72,217,1,sharepoint,"Supplier record from Atlassian for RiverstoneLabs. Payment reference 32023. Items include software service, delivery, license renewal, or office equip ... [extraction truncated]",invoice
InternalControl_Security_2025.txt,txt,14,11865,16,google_drive,"Company control standard. Applies to employees, contractors, systems, records, and third-party services. Includes review frequency, owner, effective date, and change history.",policy_document
Product_attachment_2025_124886.pdf,pdf,502,3391,3,sharepoint,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,contract
AP_AcmeCorp_Canon_2026_02.png,png,650,362,1,api_ingestion,"Billing document received for processing. The first page contains recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
Research_SalesDashboard_202202.xlsx,xlsx,1770,39458,69,email_attachment,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
PO176057_HP_supporting-doc.pdf,pdf,169,770,1,sharepoint,"Accounts payable entry. Vendor OfficePro. PO number 706591. The table lists item description, quantity, unit cost, currency, tax code, approver, due date, and payment remarks.",invoice
InternalControl_AccessControl_2026.docx,docx,723,7733,15,ocr_scanner,"Operating procedure maintained by Procurement. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
DataNest_HR_records_2023_08.pptx,pptx,83521,20670,27,google_drive,"Internal guideline for expense claims. Defines purpose, scope, responsibilities, approval steps, exceptions, audit evidence, and review cycle.",policy_document
IT_RevenueOptimization_202107.pdf,pdf,1102,8080,12,sharepoint,"This file was uploaded as part of the monthly data collection process. It contains business records, notes, attachments, and operational context used by downstream analytics and reporting modules.",report
client_MekongRetail_849375_review.pdf,pdf,1492,14025,6,email_attachment,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,research_paper
AcmeCorp_payment_request_202402.xlsx,xlsx,63,132,1,ocr_scanner,"Accounts payable entry. Vendor VNPT. PO number 294706. The table lists item description, quantity, unit cost, currency, tax code, approver, due date, and payment remarks.",invoice
Finance_MekongRetail_consolidated_2023.csv,csv,8,4632,10,excel_upload,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
VertexCapital_DataNest_MSA_2026_review.pdf,pdf,268,2265,4,sharepoint,"Vendor onboarding document. Contains commercial terms, service levels, approval workflow, contact points, and conditions for cancellation or extension. Several clauses refer to appendices and supporting schedules.",contract
DocumentAI_review_pack_v1.docx,docx,537,1229,3,email_attachment,"Operating procedure maintained by Finance. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
Product_InternalAudit_202412.txt,txt,1,229,1,api_ingestion,"Supplier record from GoogleCloud for BrightlineGroup. Payment reference 27152. Items include software service, delivery, license renewal, or office equipment. Net 11,677.97, tax 0.00, amount payable 11,677.97. Payment status and approval notes are included.",invoice
Procurement_SalesDashboard_202504.pdf,pdf,1279,3767,5,erp_export,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
upload_202210_976141.docx,docx,4129,25482,30,streamlit_upload,"Document received through automated ingestion. The content includes names, dates, numeric values, approval notes, and references to supporting materials. Some pages contain scanned tables and handwritten annotations.",policy_document
Doan_AccessControl_draft_v6.pdf,pdf,2154,14847,14,google_drive,"Technical manuscript about TimeSeries. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
MobileApp_review_pack_v3.docx,docx,164,2904,3,sharepoint,"[OCR low confidence] BiKhnhLinh. Canddat prfl fr DtaAnlyst. Contact information, summary, work history, education, technical skills, projects, certifications, and references are listed.",resume
OrchidHealth_Product_records_2023_07.xlsx,xlsx,550,14835,17,powerbi_export,"VendorMigration update for VertexCapital. The file summarizes current progress, KPI movement, risks, blockers, action items, owners, and next review date. Tables compare this period with the previous baseline.",report
Sales_metrics_pack_202601.txt,txt,9,8282,12,api_ingestion,"Monthly performance summary prepared by CustomerSuccess. Includes source data notes, metric definitions, trend observations, variance explanations, and proposed next steps.",report
Research_SalesDashboard_202211.pdf,pdf,1934,13213,18,email_attachment,"Monthly performance summary prepared by Finance. Includes source data notes, metric definitions, trend observations, variance explanations, and proposed next steps.",report
Legal_GreenfieldMFG_approved_202306.pdf,pdf,2963,13194,8,sharepoint,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature blocks.",contract
Legal_DataPlatform_202106.docx,docx,502,11426,11,google_drive,"Company control standard. Applies to employees, contractors, systems, records, and third-party services. Includes review frequency, owner, effective date, and change history.",policy_document
NovaTech_Compliance_records_2026_03.png,png,1731,405,1,erp_export,"Billing document received for processing. The first page contains recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
Applicant_PhamGiaBao_round4.pdf,pdf,229,1018,1,email_attachment,"Applicant document. Experience includes data cleaning, dashboard preparation, API integration, documentation, stakeholder communication, and team collaboration. Skills include Python, SQL, Excel, Git, and reporting tools.",resume
CustomerChurn_review_pack_v5.xlsx,xlsx,3473,18336,27,streamlit_upload,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
Applicant_PhamNguyenTuong_round2.pdf,pdf,74,1184,1,sharepoint,"Applicant document. Experience includes data cleaning, dashboard preparation, API integration, documentation, stakeholder communication, and team collaboration. Skills include Python, SQL, Excel, Git, and reporting tools.",resume
client_LotusAnalytics_50512_draft.jpg,jpg,1265,544,1,google_drive,"Billing document received for processing. The first page contains recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
upload_202208_720260.pdf,pdf,1668,8182,10,legal_dms,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature blocks.",contract
upload_202209_419187.csv,csv,23,20757,27,sharepoint,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,financial_statement
upload_202104_374893.pdf,pdf,212,645,1,sharepoint,"BuiKhanhLinh. Candidate profile for MarketingExecutive. Contact information, summary, work history, education, technical skills, projects, certifications, and references are listed.",resume
VendorRisk_procedure_2021_signed.pdf,pdf,3923,11984,15,google_drive,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",policy_document
Legal_DataRetention_guideline_v1.docx,docx,551,12913,10,intranet_cms,"Company control standard. Applies to employees, contractors, systems, records, and third-party services. Includes review frequency, owner, effective date, and change history.",policy_document
Legal_attachment_2024_641942.pdf,pdf,676,2779,3,ocr_scanner,"Legal review copy. Sections include scope, obligations, payment schedule, ownership of work products, privacy requirements, support terms, warranties, change requests, and signature blocks.",contract
upload_202403_779032.docx,docx,2376,11492,10,sharepoint,"[OCR low confidence] Resrch not preprd fr sbmssn. It cmpres sveral mthds using accuracy, macro F1, retrieval quality, latency, and robustness under noisy extraction conditions.",research_paper
client_DataNest_725828_review.xlsx,xlsx,1946,15328,17,excel_upload,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank bal ... [extraction truncated]",financial_statement
BrightlineGroup_PacificDigital_MSA_2026_signed.docx,docx,1018,1463,5,api_ingestion,"Vendor onboarding document. Contains commercial terms, service levels, approval workflow, contact points, and conditions for cancellation or extension. Several clauses refer to appendices and supporting schedules.",contract
upload_202604_577932.docx,docx,233,1109,2,erp_export,"Supplier record from Viettel for MekongRetail. Payment reference 44194. Items include software service, delivery, license renewal, or office equipment. Net 17,183.99, tax 859.20, amount payable 18,043.19. Payment status and approval notes are included.",invoice
NovaTech_FY2022_Q1_financials.xlsx,xlsx,418,6812,15,sharepoint,"RiverstoneLabs finance close package. Revenue 5,508,965.76, operating expenses 2,958,335.75, assets, liabilities, cash movement, receivables, payables, and equity balances are included with notes.",financial_statement
MekongRetail_Legal_records_2024_05.pdf,pdf,398,1907,2,api_ingestion,"Company control standard. Applies to employees, contractors, systems, records, and third-party services. Includes review frequency, owner, effective date, and change history.",policy_document
CloudNine_monthly_close_202210.pdf,pdf,6437,17593,25,email_attachment,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
IT_MarketExpansion_202512.pdf,pdf,232,525,1,google_drive,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools us ... [extraction truncated]",resume
client_GreenfieldMFG_953444_pending.pdf,pdf,331,5436,4,compliance_portal,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",policy_document
MekongRetail_Product_records_2021_02.pdf,pdf,3083,4934,13,ocr_scanner,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
VertexCapital_Ops_records_2023_04.xlsx,xlsx,6358,13912,31,finance_portal,"Prepared for internal review. The attached information summarizes key records, responsible owners, dates, comments, and follow-up actions. Some tables may require manual validation before being loaded into the data platform.",financial_statement
client_SummitLogistics_286698_signed.html,html,5,7679,14,google_drive,"Operating procedure maintained by Research. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
NguyenMinhKhang_MarketingExecutive_CV.pdf,pdf,851,2013,4,google_drive,"Recruiting attachment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
upload_202107_892039.pdf,pdf,308,816,1,sharepoint,"[OCR low confidence] Recritng attchment from HR workflow. Contains employment history, academic background, project descriptions, achievements, tools used, expected role, and availability information.",resume
NovaTech_FY2023_Q3_financials.pdf,pdf,2139,3842,12,api_ingestion,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
CustomerSuccess_attachment_2021_173292.csv,csv,1,865,2,google_drive,"Supplier record from Canon for BrightlineGroup. Payment reference 13479. Items include software service, delivery, license renewal,  ... [extraction truncated]",invoice
BrightlineGroup_Admin_records_2021_06.html,html,10,12888,10,compliance_portal,"Operating procedure maintained by Product. The document describes required controls, roles, escalation path, documentation standards, training expectations, and consequences for non-compliance.",policy_document
GreenfieldMFG_payment_request_202307.pdf,pdf,191,202,1,sharepoint,"Supplier record from Viettel for VertexCapital. Payment reference 29023. Items include software service, delivery, license renewal, or office equipment. Net 18,951.66, tax 1,516.13, amount payable 20,467.79. Payment status and approval notes are included.",invoice
upload_202603_744372.docx,docx,204,585,1,sharepoint,"Supplier record from Microsoft for AsterFoods. Payment reference 83865. Items include software service, delivery, license renewal, or office equipment. Net 2,406.41, tax 192.51, amount payable 2,598.92. Payment status and approval notes are included.",invoice
BlueHarbor_IT_records_2026_05.pdf,pdf,2434,5728,11,crm_export,"DocumentAI update for BlueHarbor. The file summarizes current progress, KPI movement, risks, blockers, action items, owners, and next review date. Tables compare this period with the previous baseline.",report
BlueHarbor_Procurement_records_2026_04.txt,txt,10,9782,6,api_ingestion,Please review the attached document and confirm whether the extracted information matches the original source. Several fields may be incomplete because the file was converted from a scanned copy.,research_paper
Procurement_RevenueOptimization_202301.pdf,pdf,6132,42835,31,sharepoint,"Accounting workbook extracted from ERP. Sheets include trial balance, profit and loss, balance sheet, cash flow, tax adjustments, depreciation, accruals, and reconciliation comments.",financial_statement
EastBridge_PacificDigital_service_docs_2024.docx,docx,1744,6441,9,streamlit_upload,"[OCR low confidence] Vndor onbrdng dcmnt. Contns commercial terms, service levels, approval workflow, contact points, and conditions for cancellation or extension. Several clauses refer to appendices and supporting schedules.",contract
Slack_202604_Bill_439784.pdf,pdf,625,954,2,sharepoint,"Billing document received for processing. The first page contains recipient information, reference number, service period, payment instructions, and bank details. Some line items were extracted from a scanned table.",invoice
LotusAnalytics_BrightlineGroup_service_docs_2026.pdf,pdf,2434,8624,10,ocr_scanner,"Vendor onboarding document. Contains commercial terms, service levels, approval workflow, contact points, and conditions for cancellation or extension. Several clauses refer to appendices and supporting schedules.",contract
AccessControl_technical_note_2021.pdf,pdf,686,3644,4,streamlit_upload,"Technical manuscript about OCRPostCorrection. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
Finance_VertexCapital_consolidated_2021.pdf,pdf,2609,15559,12,api_ingestion,"Quarterly financial review. Tables show revenue by business unit, cost of sales, payroll expense, inventory movement, bank balance, outstanding receivables, and management adjustments.",financial_statement
AsterFoods_HR_records_2023_05.pdf,pdf,263,2206,2,sharepoint,"[OCR low confidence] VThnhDat. Candidt prfle fr MLEngner. Cntct infrmatn, summary, work history, education, technical skills, projects, certifications, and references are listed.",resume
OrchidHealth_AsterFoods_service_docs_2021.pdf,pdf,2297,4109,9,google_drive,"Document between LotusAnalytics and AsterFoods. It defines service scope, responsibilities, milestones, fees, renewal process, confidentiality, data handling, liability limits, termination, and dispute handling.",contract
Strategy_MobileApp_202503.docx,docx,452,5075,5,sharepoint,"Document between CloudNine and AcmeCorp. It defines service scope, responsibilities, milestones, fees, renewal process, confidentiality, data handling, liability limits, termination, and dispute handling.",contract
Procurement_WarehouseOps_202410.docx,docx,789,10785,11,preprint_server,"Technical manuscript about TimeSeries. The document describes motivation, related work, dataset construction, method design, experiments, results, limitations, and future work.",research_paper
client_RiverstoneLabs_173342_approved.docx,docx,91,1367,2,sharepoint,"VuThanhLam. Candidate profile for BackendDeveloper. Contact information, summary, work history, education, technical skills, projects, certifications, and references are listed.",resume
